text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,3,"['who', 'replies', 'i', 'know', 'to', 'princess', 'leia', 's', 'confession', 'i', 'love', 'you', 'in', 'the', 'empire', 'strikes', 'back']",17,16,0.9411764705882353,reply know princess leia confession love empire strike,"['reply', 'know', 'princess', 'leia', 'confession', 'love', 'empire', 'strike']",8,8,1.0
What is the meaning of the name Ella ?,0,"['what', 'is', 'the', 'meaning', 'of', 'the', 'name', 'ella']",8,7,0.875,mean ella,"['mean', 'ella']",2,2,1.0
What 's the home of the Rockettes ?,4,"['what', 's', 'the', 'home', 'of', 'the', 'rockettes']",7,6,0.8571428571428571,home rockette,"['home', 'rockette']",2,2,1.0
"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",4,"['where', 'can', 'i', 'find', 'all', 'the', 'information', 'i', 'need', 'to', 'know', 'about', 'the', 'english', 'civil', 'war', '1642', '1649']",18,16,0.8888888888888888,find information need know english civil war,"['find', 'information', 'need', 'know', 'english', 'civil', 'war']",7,7,1.0
What is the name of the firm that makes Spumante ?,3,"['what', 'is', 'the', 'name', 'of', 'the', 'firm', 'that', 'makes', 'spumante']",10,9,0.9,firm make spumante,"['firm', 'make', 'spumante']",3,3,1.0
What sport is played on the largest field ?,1,"['what', 'sport', 'is', 'played', 'on', 'the', 'largest', 'field']",8,8,1.0,sport play large field,"['sport', 'play', 'large', 'field']",4,4,1.0
Who won the 1967 Academy Award for Best Actor ?,3,"['who', 'won', 'the', '1967', 'academy', 'award', 'for', 'best', 'actor']",9,9,1.0,academy award good actor,"['academy', 'award', 'good', 'actor']",4,4,1.0
What is after death ?,1,"['what', 'is', 'after', 'death']",4,4,1.0,death,['death'],1,1,1.0
Name the first private citizen to fly in space .,3,"['name', 'the', 'first', 'private', 'citizen', 'to', 'fly', 'in', 'space']",9,9,1.0,private citizen fly space,"['private', 'citizen', 'fly', 'space']",4,4,1.0
What was football star Elroy Hirsch 's nickname ?,3,"['what', 'was', 'football', 'star', 'elroy', 'hirsch', 's', 'nickname']",8,8,1.0,football star elroy hirsch nickname,"['football', 'star', 'elroy', 'hirsch', 'nickname']",5,5,1.0
What singer sings `` Oh Boy '' ?,3,"['what', 'singer', 'sings', 'oh', 'boy']",5,5,1.0,singer sing boy,"['singer', 'sing', 'boy']",3,3,1.0
How much pizza do Americans eat in a day ?,5,"['how', 'much', 'pizza', 'do', 'americans', 'eat', 'in', 'a', 'day']",9,9,1.0,pizza americans eat day,"['pizza', 'americans', 'eat', 'day']",4,4,1.0
What is the website for the USA journal ?,4,"['what', 'is', 'the', 'website', 'for', 'the', 'usa', 'journal']",8,7,0.875,website usa journal,"['website', 'usa', 'journal']",3,3,1.0
What army 's motto is Blood and Fire ?,3,"['what', 'army', 's', 'motto', 'is', 'blood', 'and', 'fire']",8,8,1.0,army motto blood fire,"['army', 'motto', 'blood', 'fire']",4,4,1.0
What kind of patent did Ermal Fraze get in 1963 ?,1,"['what', 'kind', 'of', 'patent', 'did', 'ermal', 'fraze', 'get', 'in', '1963']",10,10,1.0,kind patent ermal fraze,"['kind', 'patent', 'ermal', 'fraze']",4,4,1.0
What are you hearing when you put a seashell to your ear ?,0,"['what', 'are', 'you', 'hearing', 'when', 'you', 'put', 'a', 'seashell', 'to', 'your', 'ear']",12,11,0.9166666666666666,hear seashell ear,"['hear', 'seashell', 'ear']",3,3,1.0
Why are haunted houses popular ?,0,"['why', 'are', 'haunted', 'houses', 'popular']",5,5,1.0,haunted house popular,"['haunted', 'house', 'popular']",3,3,1.0
Which gender has bigger thighs ?,1,"['which', 'gender', 'has', 'bigger', 'thighs']",5,5,1.0,gender big thigh,"['gender', 'big', 'thigh']",3,3,1.0
What U.S. state has the second-longest coastline ?,4,"['what', 'u', 's', 'state', 'has', 'the', 'second', 'longest', 'coastline']",9,9,1.0,state secondlong coastline,"['state', 'secondlong', 'coastline']",3,3,1.0
What state 's home to the Buffalo Bill Historical Center ?,4,"['what', 'state', 's', 'home', 'to', 'the', 'buffalo', 'bill', 'historical', 'center']",10,10,1.0,state home buffalo bill historical center,"['state', 'home', 'buffalo', 'bill', 'historical', 'center']",6,6,1.0
How fast do cheetahs run ?,5,"['how', 'fast', 'do', 'cheetahs', 'run']",5,5,1.0,fast cheetah run,"['fast', 'cheetah', 'run']",3,3,1.0
What is Ray Bradbury 's illustrated man illustrated with ?,1,"['what', 'is', 'ray', 'bradbury', 's', 'illustrated', 'man', 'illustrated', 'with']",9,8,0.8888888888888888,ray bradbury illustrated man illustrate,"['ray', 'bradbury', 'illustrated', 'man', 'illustrate']",5,5,1.0
How fast is a 45Mhz processor ?,5,"['how', 'fast', 'is', 'a', '45mhz', 'processor']",6,6,1.0,fast processor,"['fast', 'processor']",2,2,1.0
"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",1,"['what', 'kind', 'of', 'puzzle', 'first', 'appeared', 'in', 'the', 'u', 's', 'in', 'the', 'new', 'york', 'world', 'on', 'december', '21', '1913']",19,17,0.8947368421052632,kind puzzle appear new york world december,"['kind', 'puzzle', 'appear', 'new', 'york', 'world', 'december']",7,7,1.0
What count did Alexandre Dumas write about ?,3,"['what', 'count', 'did', 'alexandre', 'dumas', 'write', 'about']",7,7,1.0,count alexandre duma write,"['count', 'alexandre', 'duma', 'write']",4,4,1.0
What are the odds of giving birth to twins ?,5,"['what', 'are', 'the', 'odds', 'of', 'giving', 'birth', 'to', 'twins']",9,9,1.0,odd give birth twin,"['odd', 'give', 'birth', 'twin']",4,4,1.0
What is the largest natural lake in Pennsylvania ?,4,"['what', 'is', 'the', 'largest', 'natural', 'lake', 'in', 'pennsylvania']",8,8,1.0,large natural lake pennsylvania,"['large', 'natural', 'lake', 'pennsylvania']",4,4,1.0
How far is London UK from California ?,5,"['how', 'far', 'is', 'london', 'uk', 'from', 'california']",7,7,1.0,far london california,"['far', 'london', 'california']",3,3,1.0
Name the two mystical ravens Odin has at his command .,1,"['name', 'the', 'two', 'mystical', 'ravens', 'odin', 'has', 'at', 'his', 'command']",10,10,1.0,mystical raven odin command,"['mystical', 'raven', 'odin', 'command']",4,4,1.0
What was the species of Winnie the Pooh ?,1,"['what', 'was', 'the', 'species', 'of', 'winnie', 'the', 'pooh']",8,7,0.875,species winnie pooh,"['species', 'winnie', 'pooh']",3,3,1.0
What is the virus HIV ?,0,"['what', 'is', 'the', 'virus', 'hiv']",5,5,1.0,virus hiv,"['virus', 'hiv']",2,2,1.0
How many years old is Benny Carter ?,5,"['how', 'many', 'years', 'old', 'is', 'benny', 'carter']",7,7,1.0,year old benny carter,"['year', 'old', 'benny', 'carter']",4,4,1.0
What Hermann Hesse book gave its name to a rock group ?,1,"['what', 'hermann', 'hesse', 'book', 'gave', 'its', 'name', 'to', 'a', 'rock', 'group']",11,11,1.0,hermann hesse book give rock group,"['hermann', 'hesse', 'book', 'give', 'rock', 'group']",6,6,1.0
Where does the Santa Fe Trail begin and end ?,4,"['where', 'does', 'the', 'santa', 'fe', 'trail', 'begin', 'and', 'end']",9,9,1.0,santa trail begin end,"['santa', 'trail', 'begin', 'end']",4,4,1.0
What book is the follow-up to Future Shock ?,1,"['what', 'book', 'is', 'the', 'follow', 'up', 'to', 'future', 'shock']",9,9,1.0,book followup future shock,"['book', 'followup', 'future', 'shock']",4,4,1.0
What African animals are known as The Big Five ?,1,"['what', 'african', 'animals', 'are', 'known', 'as', 'the', 'big', 'five']",9,9,1.0,african animal know big,"['african', 'animal', 'know', 'big']",4,4,1.0
What is the alphabet for Latin ?,1,"['what', 'is', 'the', 'alphabet', 'for', 'latin']",6,6,1.0,alphabet latin,"['alphabet', 'latin']",2,2,1.0
What is the fear of frogs ?,1,"['what', 'is', 'the', 'fear', 'of', 'frogs']",6,6,1.0,fear frog,"['fear', 'frog']",2,2,1.0
Which city in Canada is the least-populated ?,4,"['which', 'city', 'in', 'canada', 'is', 'the', 'least', 'populated']",8,8,1.0,city canada leastpopulate,"['city', 'canada', 'leastpopulate']",3,3,1.0
How old is Stevie Wonder ?,5,"['how', 'old', 'is', 'stevie', 'wonder']",5,5,1.0,old stevie wonder,"['old', 'stevie', 'wonder']",3,3,1.0
Who was the first Taiwanese President ?,3,"['who', 'was', 'the', 'first', 'taiwanese', 'president']",6,6,1.0,taiwanese president,"['taiwanese', 'president']",2,2,1.0
Who is Luke Skywalker 's father ?,3,"['who', 'is', 'luke', 'skywalker', 's', 'father']",6,6,1.0,luke skywalker father,"['luke', 'skywalker', 'father']",3,3,1.0
What does a dipsomaniac crave ?,1,"['what', 'does', 'a', 'dipsomaniac', 'crave']",5,5,1.0,dipsomaniac crave,"['dipsomaniac', 'crave']",2,2,1.0
What is the definition of the term `` weapons system '' ?,0,"['what', 'is', 'the', 'definition', 'of', 'the', 'term', 'weapons', 'system']",9,8,0.8888888888888888,definition term weapon system,"['definition', 'term', 'weapon', 'system']",4,4,1.0
What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,0,"['what', 'are', 'christopher', 'marlowe', 's', 'and', 'shakespeare', 's', 'literary', 'contributions', 'to', 'english', 'literature']",13,12,0.9230769230769231,christopher marlowe shakespeare literary contribution english literature,"['christopher', 'marlowe', 'shakespeare', 'literary', 'contribution', 'english', 'literature']",7,7,1.0
What is Nero Wolfe 's favorite drink during office hours ?,1,"['what', 'is', 'nero', 'wolfe', 's', 'favorite', 'drink', 'during', 'office', 'hours']",10,10,1.0,nero wolfe favorite drink office hour,"['nero', 'wolfe', 'favorite', 'drink', 'office', 'hour']",6,6,1.0
What is the first personal computer company ?,3,"['what', 'is', 'the', 'first', 'personal', 'computer', 'company']",7,7,1.0,personal computer company,"['personal', 'computer', 'company']",3,3,1.0
What is the most efficient way to start a barbeque ?,1,"['what', 'is', 'the', 'most', 'efficient', 'way', 'to', 'start', 'a', 'barbeque']",10,10,1.0,efficient way start barbeque,"['efficient', 'way', 'start', 'barbeque']",4,4,1.0
Who was Jane Goodall ?,3,"['who', 'was', 'jane', 'goodall']",4,4,1.0,jane goodall,"['jane', 'goodall']",2,2,1.0
Why are there Braille things on the ATM machines that people drive through ?,0,"['why', 'are', 'there', 'braille', 'things', 'on', 'the', 'atm', 'machines', 'that', 'people', 'drive', 'through']",13,13,1.0,braille thing atm machine people drive,"['braille', 'thing', 'atm', 'machine', 'people', 'drive']",6,6,1.0
Where is the Isle of Man ?,4,"['where', 'is', 'the', 'isle', 'of', 'man']",6,6,1.0,isle man,"['isle', 'man']",2,2,1.0
What book did Aaron Hass write ?,1,"['what', 'book', 'did', 'aaron', 'hass', 'write']",6,6,1.0,book aaron hass write,"['book', 'aaron', 'hass', 'write']",4,4,1.0
What was the death toll at the eruption of Mount Pinatubo ?,5,"['what', 'was', 'the', 'death', 'toll', 'at', 'the', 'eruption', 'of', 'mount', 'pinatubo']",11,10,0.9090909090909091,death toll eruption mount pinatubo,"['death', 'toll', 'eruption', 'mount', 'pinatubo']",5,5,1.0
When will the millennium officially begin ?,5,"['when', 'will', 'the', 'millennium', 'officially', 'begin']",6,6,1.0,millennium officially begin,"['millennium', 'officially', 'begin']",3,3,1.0
"Who created the comic strip , `` Garfield '' ?",3,"['who', 'created', 'the', 'comic', 'strip', 'garfield']",6,6,1.0,create comic strip garfield,"['create', 'comic', 'strip', 'garfield']",4,4,1.0
Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,3,"['which', 'vietnamese', 'terrorist', 'is', 'now', 'a', 'un', 'delegate', 'in', 'doonesbury']",10,10,1.0,vietnamese terrorist delegate doonesbury,"['vietnamese', 'terrorist', 'delegate', 'doonesbury']",4,4,1.0
What is real time processing ?,0,"['what', 'is', 'real', 'time', 'processing']",5,5,1.0,real time process,"['real', 'time', 'process']",3,3,1.0
What do we call the imaginary line along the top of the Rocky Mountains ?,4,"['what', 'do', 'we', 'call', 'the', 'imaginary', 'line', 'along', 'the', 'top', 'of', 'the', 'rocky', 'mountains']",14,12,0.8571428571428571,imaginary line rocky mountain,"['imaginary', 'line', 'rocky', 'mountain']",4,4,1.0
What country 's capital is Lagos ?,4,"['what', 'country', 's', 'capital', 'is', 'lagos']",6,6,1.0,country capital lago,"['country', 'capital', 'lago']",3,3,1.0
Where does Ray Bradbury 's Chronicles take place ?,4,"['where', 'does', 'ray', 'bradbury', 's', 'chronicles', 'take', 'place']",8,8,1.0,ray bradbury chronicle place,"['ray', 'bradbury', 'chronicle', 'place']",4,4,1.0
Who is the current prime minister and president of Russia ?,3,"['who', 'is', 'the', 'current', 'prime', 'minister', 'and', 'president', 'of', 'russia']",10,10,1.0,current prime minister president russia,"['current', 'prime', 'minister', 'president', 'russia']",5,5,1.0
Who established a Viking colony in Greenland about 985 ?,3,"['who', 'established', 'a', 'viking', 'colony', 'in', 'greenland', 'about', '985']",9,9,1.0,establish vike colony greenland,"['establish', 'vike', 'colony', 'greenland']",4,4,1.0
What was the distinguishing mark on the `` Little Rascals '' dog ?,1,"['what', 'was', 'the', 'distinguishing', 'mark', 'on', 'the', 'little', 'rascals', 'dog']",10,9,0.9,distinguish mark little rascal dog,"['distinguish', 'mark', 'little', 'rascal', 'dog']",5,5,1.0
"What is the latitude and longitude of El Paso , Texas ?",5,"['what', 'is', 'the', 'latitude', 'and', 'longitude', 'of', 'el', 'paso', 'texas']",10,10,1.0,latitude longitude paso texas,"['latitude', 'longitude', 'paso', 'texas']",4,4,1.0
Where can I get information about cystic fibrosis ?,4,"['where', 'can', 'i', 'get', 'information', 'about', 'cystic', 'fibrosis']",8,8,1.0,information cystic fibrosis,"['information', 'cystic', 'fibrosis']",3,3,1.0
Where did Honecker rule ?,4,"['where', 'did', 'honecker', 'rule']",4,4,1.0,honecker rule,"['honecker', 'rule']",2,2,1.0
What is the theory of equivalence states ?,0,"['what', 'is', 'the', 'theory', 'of', 'equivalence', 'states']",7,7,1.0,theory equivalence state,"['theory', 'equivalence', 'state']",3,3,1.0
What does a philatelist collect ?,1,"['what', 'does', 'a', 'philatelist', 'collect']",5,5,1.0,philatelist collect,"['philatelist', 'collect']",2,2,1.0
What is the life span of the average monkey ?,5,"['what', 'is', 'the', 'life', 'span', 'of', 'the', 'average', 'monkey']",9,8,0.8888888888888888,life span average monkey,"['life', 'span', 'average', 'monkey']",4,4,1.0
How many member states are in the UN ?,5,"['how', 'many', 'member', 'states', 'are', 'in', 'the', 'un']",8,8,1.0,member state,"['member', 'state']",2,2,1.0
Who shot and killed himself while painting Wheatfield with Crows ?,3,"['who', 'shot', 'and', 'killed', 'himself', 'while', 'painting', 'wheatfield', 'with', 'crows']",10,10,1.0,shoot kill painting wheatfield crow,"['shoot', 'kill', 'painting', 'wheatfield', 'crow']",5,5,1.0
What will happen when sodium is put in water ?,0,"['what', 'will', 'happen', 'when', 'sodium', 'is', 'put', 'in', 'water']",9,9,1.0,happen sodium water,"['happen', 'sodium', 'water']",3,3,1.0
What 's the meaning of UOL ?,0,"['what', 's', 'the', 'meaning', 'of', 'uol']",6,6,1.0,mean uol,"['mean', 'uol']",2,2,1.0
What future President became Senate majority whip under Harry Truman ?,3,"['what', 'future', 'president', 'became', 'senate', 'majority', 'whip', 'under', 'harry', 'truman']",10,10,1.0,future president senate majority whip harry truman,"['future', 'president', 'senate', 'majority', 'whip', 'harry', 'truman']",7,7,1.0
Who was the architect of Central Park ?,3,"['who', 'was', 'the', 'architect', 'of', 'central', 'park']",7,7,1.0,architect central park,"['architect', 'central', 'park']",3,3,1.0
Which operating system runs on IBM-compatible machines ?,1,"['which', 'operating', 'system', 'runs', 'on', 'ibm', 'compatible', 'machines']",8,8,1.0,operating system run ibmcompatible machine,"['operating', 'system', 'run', 'ibmcompatible', 'machine']",5,5,1.0
What are the dimensions of an ice hockey goal ?,5,"['what', 'are', 'the', 'dimensions', 'of', 'an', 'ice', 'hockey', 'goal']",9,9,1.0,dimensions ice hockey goal,"['dimensions', 'ice', 'hockey', 'goal']",4,4,1.0
When was CNN 's first broadcast ?,5,"['when', 'was', 'cnn', 's', 'first', 'broadcast']",6,6,1.0,cnn broadcast,"['cnn', 'broadcast']",2,2,1.0
What are the signs of a country going into a recession ?,1,"['what', 'are', 'the', 'signs', 'of', 'a', 'country', 'going', 'into', 'a', 'recession']",11,10,0.9090909090909091,signs country go recession,"['signs', 'country', 'go', 'recession']",4,4,1.0
What is the circumorbital hematoma ?,0,"['what', 'is', 'the', 'circumorbital', 'hematoma']",5,5,1.0,circumorbital hematoma,"['circumorbital', 'hematoma']",2,2,1.0
What African country is governed from Ouagadougou ?,4,"['what', 'african', 'country', 'is', 'governed', 'from', 'ouagadougou']",7,7,1.0,african country govern ouagadougou,"['african', 'country', 'govern', 'ouagadougou']",4,4,1.0
What was the Christian name of the title character in Our Miss Brooks ?,3,"['what', 'was', 'the', 'christian', 'name', 'of', 'the', 'title', 'character', 'in', 'our', 'miss', 'brooks']",13,12,0.9230769230769231,christian title character miss brooks,"['christian', 'title', 'character', 'miss', 'brooks']",5,5,1.0
What hard-of hearing artist painted Sunflowers ?,3,"['what', 'hard', 'of', 'hearing', 'artist', 'painted', 'sunflowers']",7,7,1.0,hardof hearing artist paint sunflower,"['hardof', 'hearing', 'artist', 'paint', 'sunflower']",5,5,1.0
Who were the Yankee 's frequent enemies ?,3,"['who', 'were', 'the', 'yankee', 's', 'frequent', 'enemies']",7,7,1.0,yankee frequent enemy,"['yankee', 'frequent', 'enemy']",3,3,1.0
