Label,Message,Word_count,Message_clean,Word_count_clean
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,25,hello beautiful row wiv walk pub want night wiv miss,10
ham,Then u going ikea str aft dat?,7,go aft dat,3
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,22,post oficegot duffer,3
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,17,lol grr mom take forever prescription pharmacy like minute away ugh,11
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,17,real tho sucks cook electricity hungry,6
ham,You want to go? ,4,want,1
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,30,new textbuddy chat horny guy area free receive search postcode gaytextbuddycom txt rpl stop cnl,15
ham,Its not that time of the month nor mid of the time?,12,time month mid time,4
ham,Fffff. Can you text kadeem or are you too far gone,11,far go,2
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,14,leave lor eat thk,4
ham,Is fujitsu s series lifebook good?,6,series lifebook good,3
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,40,yar want scold y late get zhong qe ask ask lor act real,13
ham,Dont know you bring some food,6,know bring food,3
ham,No current and food here. I am alone also,9,current food,2
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,16,haf book sch home,4
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,18,hello go village pub come accordingly,6
ham,Ok,1,,0
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,12,like ltgt time hypertension,4
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",26,monkey wot think certainly mind friend mineall sleep wiv wud annoyin,11
ham,Omg it could snow here tonite!,6,omg snow tonite,3
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,27,tell claim prize enter mobile personal detail prompt careful,9
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,26,free week entry win ipod cash txt vpod tsc custcare,10
ham,Carry on not disturbing both of you,7,carry disturb,2
ham,What pa tell me.. I went to bath:-),8,tell go bath,3
ham,Jus finished avatar nigro,4,finished avatar nigro,3
ham,R u over scratching it?,5,scratch,1
ham,Hope you are having a great day.,7,hope great day,3
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,14,idea know anyplace,3
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",11,planning usually stop find hella weed smoke hella weed,9
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",26,fact cleaning show know upset priority constantly want need,9
ham,Excellent! Are you ready to moan and scream in ecstasy?,10,excellent ready moan scream ecstasy,5
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,27,people dog area join like minded guy arrange evening minapn,10
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,25,dude avatar imp point think actually fly room try hittng reflex,11
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",23,sol holiday await collection toclaim sae tcs stockport,8
ham,K...k:)why cant you come here and search job:),8,job,1
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,28,get lousy sleep keep wake hour cat wanted come worry cold,11
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",16,yeah leave couple minute amp let know,7
ham,Can ü call me at 10:10 to make sure dat i've woken up...,13,sure dat woken,3
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,12,hey jazz power yoga hip hop yogasana,7
ham,The battery is for mr adewale my uncle. Aka Egbon,10,battery adewale uncle aka egbon,5
ham,I cant pick the phone right now. Pls send a message,11,pick phone right pls send message,6
ham,Wait 2 min..stand at bus stop,6,wait minstand bus stop,4
ham,Oh ic. I thought you meant mary jane.,8,think mean,2
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,12,haha deduct lesson tmr,4
ham,Nah im goin 2 the wrks with j wot bout u?,11,nah goin wrk wot bout,5
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,14,eat shit wait monkey face bitch asshole,7
ham,Good night. Am going to sleep.,6,good night go sleep,4
ham,"Aight I'll grab something to eat too, text me when you're back at mu",14,aight grab eat text,4
ham,K...k:)why cant you come here and search job:),8,job,1
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,18,pain move doctor,3
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",19,lol babe slide place midnight thank invite,7
ham,Howz that persons story,4,howz person story,3
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,25,guess somebody know secretly fancy wanna find landline,8
ham,LOL that would be awesome payback.,6,lol awesome payback,3
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,14,free text message valid december,5
ham,Yes :)it completely in out of form:)clark also utter waste.,10,yes completely formclark utter waste,5
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",27,honeybee say sweetest world god laugh amp say waitu havnt meet person read msg moral god crack joke gmgngegn,19
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,14,thank tesco nice gone speak soon,6
ham,What's a feathery bowa? Is that something guys have that I don't know about?,14,feathery bowa guy know,4
ham,Even i cant close my eyes you are in me our vava playing umma :-D,15,close eye vava play umma,5
ham,2 laptop... I noe infra but too slow lar... I wan fast one,13,laptop noe infra slow lar wan fast,7
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,25,guarantee award cashto claim award free stop getstop php,9
ham,Nvm it's ok...,3,nvm,1
ham,Enjoy ur life. . Good night,6,enjoy life good night,4
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,31,yes meet town cos gep home text bus stop worry finish march ish,13
ham,I had askd u a question some hours before. Its answer,11,askd question hour answer,4
ham,Thats cool. Where should i cum? On you or in you? :),12,cool cum,2
ham,Delhi and chennai still silent.,5,delhi chennai silent,3
ham,Lol alright i was thinkin that too haha,8,lol alright thinkin haha,4
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,21,reply win weekly fifa world cup hold send stop end service,11
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,19,boat mom check half naked,5
ham,Shhhhh nobody is supposed to know!,6,shh suppose know,3
ham,"Sorry, I'll call later",4,sorry later,2
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",15,sorry later meeting thing relate trade arul ltgt,8
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,14,hey late amk need drink tea coffee,7
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,27,wnt buy bmw car urgentlyit vry urgentbut shortage ltgt lacsthere source arng dis amt ltgt lacsthat prob,17
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,24,urgent tenerife holiday cash await collection sae tcs box ppm,10
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,29,length shorter get fringe thk go distract,7
ham,S..antha num corrct dane,4,santha num corrct dane,4
ham,No calls..messages..missed calls,3,callsmessagesmisse call,2
ham,"Sorry, I'll call later",4,sorry later,2
ham,The basket's gettin full so I might be by tonight,10,baskets gettin tonight,3
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,24,darlin get nice night thank lift tomorrow,7
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,24,valentine huh proof page ugh glad watch rupaul tool,9
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,18,free tone hope enjoy new content text stop unsubscribe provide,10
ham,Eh den sat u book e kb liao huh...,9,den sat book liao huh,5
ham,Have you been practising your curtsey?,6,,0
ham,Shall i come to get pickle,6,shall come pickle,3
ham,Lol boo I was hoping for a laugh,8,lol boo hope laugh,4
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",26,def satjust get havbeen give pay rise work havebeen preschoolcoordinator,10
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",27,leave class babe come hope nice sleep love,8
ham,LMAO where's your fish memory when I need it?,9,lmao fish memory need,4
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,14,go sch mon sis need smth,6
ham,Idea will soon get converted to live:),7,idea soon convert live,4
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,28,themobyo yohere come new selection hot download member free click open link send fone,14
ham,S....s...india going to draw the series after many years in south african soil..,13,draw series year south african soil,6
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",8,goodmorning today late ltdecimalgt min,5
ham,Can't take any major roles in community outreach. You rock mel,11,major role community outreach rock mel,6
ham,Shopping lor. Them raining mah hard 2 leave orchard.,9,shopping lor rain mah hard leave orchard,7
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,16,birth mother baby brilliantly,4
ham,See the forwarding message for proof,6,forward message proof,3
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",89,go intention run choose room clean visitor maybe good choice yes want embarasse maybe feel feel friend want drop buy happen morning try know,24
